Gene_ID,Cancer_Type,Gene_Mutation_Count,Gene_Severe_Mutation_Count,Gene_Individuals_with_Mutations_Count,Gene_Individuals_with_Severe_Mutations_Count
STAT3,Diffuse_Large_B_Cell_Lymphoma,7,1,6,1
ASXL3,Diffuse_Large_B_Cell_Lymphoma,6,0,6,0
PLXNB3,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
FLRT2,Diffuse_Large_B_Cell_Lymphoma,5,0,4,0
KCNA6,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
KDR,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
CSMD3,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
MYO9B,Diffuse_Large_B_Cell_Lymphoma,5,2,5,2
HSPG2,Diffuse_Large_B_Cell_Lymphoma,5,0,4,0
ROBO1,Diffuse_Large_B_Cell_Lymphoma,5,0,4,0
SLITRK1,Diffuse_Large_B_Cell_Lymphoma,6,0,5,0
SGK1,Diffuse_Large_B_Cell_Lymphoma,9,1,4,1
LRRTM4,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
NEB,Diffuse_Large_B_Cell_Lymphoma,8,0,8,0
TLN2,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
IGKC,Diffuse_Large_B_Cell_Lymphoma,11,0,8,0
DUSP2,Diffuse_Large_B_Cell_Lymphoma,7,0,5,0
TENM4,Diffuse_Large_B_Cell_Lymphoma,5,1,5,1
DSEL,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
SOCS1,Diffuse_Large_B_Cell_Lymphoma,19,3,7,3
FAT4,Diffuse_Large_B_Cell_Lymphoma,12,1,10,1
IGHA2,Diffuse_Large_B_Cell_Lymphoma,6,0,4,0
CHRM3,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
COL21A1,Diffuse_Large_B_Cell_Lymphoma,6,1,6,1
SPTBN4,Diffuse_Large_B_Cell_Lymphoma,6,1,6,1
UBE2A,Diffuse_Large_B_Cell_Lymphoma,4,4,4,4
SETD1B,Diffuse_Large_B_Cell_Lymphoma,5,3,5,3
FAT1,Diffuse_Large_B_Cell_Lymphoma,8,1,6,1
NCAM2,Diffuse_Large_B_Cell_Lymphoma,5,2,5,2
ATP10B,Diffuse_Large_B_Cell_Lymphoma,7,0,4,0
PCDH17,Diffuse_Large_B_Cell_Lymphoma,6,0,6,0
HIST1H1C,Diffuse_Large_B_Cell_Lymphoma,11,1,8,1
DST,Diffuse_Large_B_Cell_Lymphoma,5,0,5,0
IGHA1,Diffuse_Large_B_Cell_Lymphoma,11,0,4,0
HIST2H2BE,Diffuse_Large_B_Cell_Lymphoma,12,0,10,0
DTX1,Diffuse_Large_B_Cell_Lymphoma,15,0,8,0
ZNF208,Diffuse_Large_B_Cell_Lymphoma,7,0,5,0
IGHG3,Diffuse_Large_B_Cell_Lymphoma,8,0,5,0
TET2,Diffuse_Large_B_Cell_Lymphoma,4,2,4,2
HIST1H1E,Diffuse_Large_B_Cell_Lymphoma,16,1,10,1
SCN9A,Diffuse_Large_B_Cell_Lymphoma,4,2,4,2
BAI3,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
SYNE1,Diffuse_Large_B_Cell_Lymphoma,6,1,6,1
HYDIN,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
PRDM9,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
TMSB4X,Diffuse_Large_B_Cell_Lymphoma,9,5,7,5
TNFAIP3,Diffuse_Large_B_Cell_Lymphoma,7,5,6,5
PTPRF,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
KLHL14,Diffuse_Large_B_Cell_Lymphoma,5,2,4,1
IGHV2-70,Diffuse_Large_B_Cell_Lymphoma,80,5,19,4
KLF2,Diffuse_Large_B_Cell_Lymphoma,8,2,4,2
FZD10,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
CSMD1,Diffuse_Large_B_Cell_Lymphoma,6,0,6,0
IGLV3-25,Diffuse_Large_B_Cell_Lymphoma,9,1,5,1
UACA,Diffuse_Large_B_Cell_Lymphoma,7,2,6,2
FLNC,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
IRF8,Diffuse_Large_B_Cell_Lymphoma,8,0,4,0
CD79B,Diffuse_Large_B_Cell_Lymphoma,7,2,5,2
ZFHX4,Diffuse_Large_B_Cell_Lymphoma,7,2,7,2
KLHL6,Diffuse_Large_B_Cell_Lymphoma,5,0,5,0
IGKV4-1,Diffuse_Large_B_Cell_Lymphoma,11,0,6,0
IGLL5,Diffuse_Large_B_Cell_Lymphoma,81,8,19,4
IGHM,Diffuse_Large_B_Cell_Lymphoma,30,1,8,1
CDH18,Diffuse_Large_B_Cell_Lymphoma,4,1,4,1
MIR142,Diffuse_Large_B_Cell_Lymphoma,10,0,8,0
SACS,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
DNAH9,Diffuse_Large_B_Cell_Lymphoma,6,1,5,1
POU2F2,Diffuse_Large_B_Cell_Lymphoma,6,1,6,1
MYO18B,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
IGHJ5,Diffuse_Large_B_Cell_Lymphoma,11,2,8,2
TPTE,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
ITPKB,Diffuse_Large_B_Cell_Lymphoma,9,3,6,3
RPL10A,Diffuse_Large_B_Cell_Lymphoma,4,0,4,0
IGKJ4,Diffuse_Large_B_Cell_Lymphoma,8,0,7,0
IGLC2,Diffuse_Large_B_Cell_Lymphoma,22,0,10,0
IGLC3,Diffuse_Large_B_Cell_Lymphoma,14,0,9,0
IGKV1-5,Diffuse_Large_B_Cell_Lymphoma,15,3,6,2
PCLO,Diffuse_Large_B_Cell_Lymphoma,6,0,6,0
